id,title,category,target_audience,hook_type,duration,cta_offer,created_at
"SC-MU79Q880-91","Light on Stone: How Quartz Texture Behaves Under Sun","Architect Spec","Architects & Interior Designers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:04:47.445Z"
"SC-MU79RLFB-50","Aesthetic Light Shadows: How Natural Graded Quartz Texture Plays with Sunlight on Facades","Architect Spec","Architects & Interior Designers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:05:51.125Z"
"SC-MU79SYKP-86","Pre-Monsoon Wall Check: 3 Signs Your Texture Needs Guard","Homeowner Film","Villa & House Owners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:06:54.264Z"
"SC-MU79UBAG-33","Monsoon Magic: How Anti-Fungal Chemistry Keeps Walls Dry & Mold-Free","Science of Paints","Homeowners & Builders","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:07:57.991Z"
"SC-MU79VOGA-70","Why Walls Sweat & How Smart Polymers Stop It","Science of Paints","Homeowners & Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:09:02.347Z"
"SC-MU79W5JJ-59","Crack-Bridging Science: How High-Elongation Acrylic Polymers Stretch Over Structural Micro-Cracks","Science of Paints","Builders & Architects","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:09:24.231Z"
"SC-MU79X23V-41","High-Build Texture vs Multi-Coat Putty: 2 Days Saved","Painters Club","Contractors & Applicators","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:10:06.067Z"
"SC-MU79XIZZ-14","The Unboxing of Swatch Rustic: Finding the Sealed ₹50 Cash Token and Instant Scanning","Painters Club","Professional Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:10:27.279Z"
"SC-MU79YFA7-36","Monsoon Magic: How Your Paint Fights Fungus","Science of Paints","Homeowners & Builders","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:11:09.375Z"
"SC-MU79YVNR-85","Notched Trowel vs Flat Float: Perfect Rustic Uniformity","Painters Club","Thekedaars & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:11:30.761Z"
"SC-MU79ZS4U-70","Monsoon Mold Magic: How Your Paint Fights Fungus","Science of Paints","Homeowners & Builders","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:12:13.058Z"
"SC-MU7A08MS-48","Monsoon Mold Magic: Paint Chemistry That Keeps Walls Dry","Science of Paints","Homeowners & Builders","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:12:34.037Z"
"SC-MU7A159T-69","Respect the Brush, Build a Legacy","Painters Club","Master Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:13:16.909Z"
"SC-MU7A1LGH-95","Aesthetic Light Shadows: How Natural Graded Quartz Texture Plays with Sunlight on Facades","Architect Spec","Architects & Interior Designers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:13:37.359Z"
"SC-MU7A2IJG-83","Notched Trowel vs Flat Float: Perfect Rustic Uniformity","Painters Club","Thekedaars & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:14:20.748Z"
"SC-MU7A2YBS-44","Monsoon Mold Magic: Paint Chemistry That Keeps Walls Dry","Science of Paints","Homeowners & Builders","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:14:41.128Z"
"SC-MU7A3VSO-48","Why Respecting Applicators Builds a Lifelong Brand: Swatch Certified Painter Community","Painters Club","Master Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:15:24.395Z"
"SC-MU7A4BIX-96","High-Build Texture: 2 Labour Days Saved vs Multi-Coat Putty Sanding","Painters Club","Contractors & Applicators","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:15:44.872Z"
"SC-MU7A58WO-90","Monsoon Magic: How Anti-Fungal Chemistry Keeps Walls Fresh for 5 Years","Science of Paints","Homeowners & Builders","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:16:28.558Z"
"SC-MU7A5OP8-41","5 Saal Ki Taqat, 2 Saal Ka Scam?","Homeowner Film","Homeowners Building Houses","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:16:48.170Z"
"SC-MU7A6MF3-40","Monsoon Magic: How Anti-Fungal Chemistry Saves Your Walls","Science of Paints","Homeowners & Builders","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:17:32.408Z"
"SC-MU7A71JI-23","सिफ़ारिश की बात: Seamless Accent Walls with Swatch Rustic Texture","Architect Spec","Interior Decorators","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:17:52.543Z"
"SC-MU7A7ZOE-40","PVC Chejdet Kya Hota Hai: Primer, Emulsion, Texture Ki Sachchi Bat","Science of Paints","Painters & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:18:35.962Z"
"SC-MU7A8F7W-35","PVC Chej Kitna Matter Hai: Primer, Emulsion, Texture Ki Sachi Strength","Science of Paints","Painters & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:18:56.556Z"
"SC-MU7A9CPN-21","30-Day Buyback Guarantee: Zero Risk New Launch","Dealer Counter","Retail Paint Dealers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:19:40.515Z"
"SC-MU7A9SM0-86","High-Build Texture: 2 Labour Days Saved vs Multi-Coat Putty Sanding","Painters Club","Contractors & Applicators","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:19:59.942Z"
"SC-MU7AAQIS-91","High-Build Texture: 2 Labour Days Saved vs Multi-Coat Putty Sanding","Painters Club","Contractors & Applicators","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:20:44.730Z"
"SC-MU7AB5IJ-72","Notched Trowel vs Flat Float: Perfect Rustic Uniformity","Painters Club","Thekedaars & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:21:03.994Z"
"SC-MU7AC42K-58","2% Cash Discount Ka Power: Dealer ROCE Kaise Badhaye?","Dealer Counter","Paint Stockists","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:21:48.392Z"
"SC-MU7ACIXX-16","Why Walls Sweat & How Smart Polymers Stop It","Science of Paints","Homeowners & Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:22:07.596Z"
"SC-MU7ADH7C-40","30-Day Buyback Guarantee: Zero Risk New Product Launch","Dealer Counter","Retail Paint Dealers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:22:52.365Z"
"SC-MU7ADW0U-39","Monsoon Mold Magic: The Paint Chemistry That Keeps Walls Fresh 5 Years","Science of Paints","Homeowners & Builders","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:23:10.951Z"
"SC-MU7AEUJZ-62","The Unboxing of Swatch Rustic: Finding the Sealed ₹50 Cash Token and Instant Scanning","Painters Club","Professional Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:23:55.894Z"
"SC-MU7AF8WH-91","Crack-Bridging Science: How High-Elongation Acrylic Polymers Stretch Over Structural Micro-Cracks","Science of Paints","Builders & Architects","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:24:14.458Z"
"SC-MU7AG7KW-34","5 Saal Ka Stone Armor: Repaint Scam Kyon Banta Hai?","Homeowner Film","Homeowners Building Houses","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:24:59.734Z"
"SC-MU7AGLWY-56","The True Cost of Space: Bulk Bags vs Heavy Machines","Dealer Counter","Hardware Retailers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:25:17.985Z"
"SC-MU7AHKU0-94","High-Build Texture vs Multi-Coat Putty: 2 Days Saved","Painters Club","Contractors & Applicators","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:26:03.577Z"
"SC-MU7AHYXC-58","High-Build Texture: 2 Labour Days Saved vs Multi-Coat Putty Sanding","Painters Club","Contractors & Applicators","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:26:21.540Z"
"SC-MU7AIY3Q-71","High-Build Texture: 2 Labour Days Saved vs Multi-Coat Putty Sanding","Painters Club","Contractors & Applicators","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:27:08.108Z"
"SC-MU7AJBYZ-19","High-Build Texture: 2 Labour Days Saved vs Multi-Coat Putty Sanding","Painters Club","Contractors & Applicators","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:27:24.879Z"
"SC-MU7AKBW4-47","Water-Based vs Solvent Paints: Odor, VOCs, Health & Flame Safety","Science of Paints","Homeowners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:28:11.738Z"
"SC-MU7AKOUC-35","The Unboxing of Swatch Rustic: Find the Sealed ₹50 Cash Token & Scan It","Painters Club","Professional Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:28:28.374Z"
"SC-MU7ALOZR-72","5 Saal Ka Stone Armor: Repaint Scam Ka Saamna","Homeowner Film","Homeowners Building Houses","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:29:15.648Z"
"SC-MU7AM1U1-88","The Unboxing of Swatch Rustic: Finding the Sealed ₹50 Cash Token and Instant Scanning","Painters Club","Professional Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:29:32.691Z"
"SC-MU7AN2AU-73","High-Build Texture: 2 Labour Days Saved vs Multi-Coat Putty Sanding","Painters Club","Contractors & Applicators","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:30:20.053Z"
"SC-MU7ANFG7-27","30-Day Buyback Guarantee: Zero Risk New Product Launch","Dealer Counter","Retail Paint Dealers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:30:35.636Z"
"SC-MU7AOG00-58","High-Build Texture: 2 Days Saved vs Multi-Coat Putty Sanding","Painters Club","Contractors & Applicators","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:31:24.146Z"
"SC-MU7AOS0M-88","Water-Based vs Solvent Paints: Odor, VOCs, Health & Flame Safety","Science of Paints","Homeowners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:31:39.488Z"
"SC-MU7APTG5-86","Crack-Bridging Science: How High-Elongation Acrylic Polymers Stretch Over Structural Micro-Cracks","Science of Paints","Builders & Architects","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:32:27.466Z"
"SC-MU7AQ5A8-94","High-Build Texture: 2 Days Saved vs Multi-Coat Putty Sanding","Painters Club","Contractors & Applicators","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:32:43.802Z"
"SC-MU7AR6B2-34","Cash Discount Ka Power: 2% In 7 Days Se Dealer ROCE Barbadam!","Dealer Counter","Paint Stockists","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:33:31.488Z"
"SC-MU7ARIX8-95","Har Deewar Ka Pukka Vishwas: Rajasthan-Engineered Coatings","Homeowner Film","Families","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:33:48.131Z"
"SC-MU7ASJPF-41","Water-Based vs Solvent Paints: Odor, VOCs, Health & Flame Safety","Science of Paints","Homeowners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:34:35.742Z"
"SC-MU7ASWK0-25","The Unboxing of Swatch Rustic: Finding the Sealed ₹50 Cash Token and Instant Scanning","Painters Club","Professional Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:34:51.823Z"
"SC-MU7ATXAB-46","Crack-Bridging Science: How High-Elongation Acrylic Polymers Stretch Over Structural Micro-Cracks","Science of Paints","Builders & Architects","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:35:39.329Z"
"SC-MU7AVACI-99","PVC Chejdet Kya Hota Hai: Primer, Emulsion, Texture Clear","Science of Paints","Painters & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:36:43.328Z"
"SC-MU7AVN21-26","30-Day Buyback Guarantee: Zero Risk New Product Launch","Dealer Counter","Retail Paint Dealers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:36:59.326Z"
"SC-MU7AWNQG-80","Ready-To-Use Bags: Cash Flow Safety for Hardware & Paint Shops","Dealer Counter","Hardware & Paint Shop Owners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:37:47.492Z"
"SC-MU7AX02R-24","Har Deewar Ka Pukka Vishwas: Rajasthan-Engineered Coatings","Homeowner Film","Families","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:38:03.025Z"
"SC-MU7AY18S-78","Light on Stone: How Quartz Texture Frames Sunlight on Facades","Architect Spec","Architects & Interior Designers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:38:51.008Z"
"SC-MU7AYD8M-82","Why Walls Sweat Salt & How Smart Polymers Stop It","Science of Paints","Homeowners & Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:39:06.283Z"
"SC-MU7AZE9A-51","The Unboxing of Swatch Rustic: Finding the Sealed ₹50 Cash Token and Instant Scanning","Painters Club","Professional Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:39:54.849Z"
"SC-MU7AZQ1C-31","30-Day Buyback Guarantee: Zero Risk New Product Launch","Dealer Counter","Retail Paint Dealers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:40:09.725Z"
"SC-MU7B0RID-43","The True Cost of Space: Bulk Bags vs Heavy Machines","Dealer Counter","Hardware Retailers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:40:59.045Z"
"SC-MU7B1302-96","Har Deewar Ka Pukka Vishwas: Rajasthan-Engineered Coatings Ke Saath","Homeowner Film","Families","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:41:13.567Z"
"SC-MU7B251M-48","Monsoon Magic: How Your Paint Fights Fungus","Science of Paints","Homeowners & Builders","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:42:03.169Z"
"SC-MU7B2G91-80","5 Saal Ka Stone Armor: Repainting Scam Ka Saaf Saaf Sach","Homeowner Film","Homeowners Building Houses","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:42:17.407Z"
"SC-MU7B3IIX-69","Notched Trowel vs Flat Float: Kitna Texture Consistent?","Painters Club","Thekedaars & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:43:07.247Z"
"SC-MU7B3TIV-26","PVC Chej Kitna Matter Hai: Primer, Emulsion, Texture Ki Sachi Strength","Science of Paints","Painters & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:43:21.577Z"
"SC-MU7B4VYP-44","Crack-Bridging Science: How High-Elongation Acrylic Polymers Stretch Over Structural Micro-Cracks","Science of Paints","Builders & Architects","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:44:10.762Z"
"SC-MU7B570W-25","Notched Trowel vs Flat Float: Perfect Rustic Uniformity","Painters Club","Thekedaars & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:44:25.244Z"
"SC-MU7B67VP-58","Monsoon Magic: How Anti-Fungal Chemistry Keeps Walls Fresh 5 Years","Science of Paints","Homeowners & Builders","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:45:12.918Z"
"SC-MU7B68ZC-34","Monsoon Magic: How Paint Chemistry Stops Black Mold & Algae","Science of Paints","Homeowners & Builders","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:45:14.016Z"
"SC-MU7B6K5P-57","Notched Trowel vs Flat Float: Perfect Rustic Uniformity","Painters Club","Thekedaars & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:45:28.613Z"
"SC-MU7B7KXT-40","The True Cost of Space: Bulk Bags vs Heavy Machines","Dealer Counter","Hardware Retailers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:46:16.605Z"
"SC-MU7B7LS5-50","Aesthetic Light Shadows: How Natural Graded Quartz Texture Interacts with Sunlight Facades","Architect Spec","Architects & Interior Designers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:46:17.176Z"
"SC-MU7B7X21-42","The Unboxing of Swatch Rustic: Find the Sealed ₹50 Cash Token & Scan It","Painters Club","Professional Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:46:32.062Z"
"SC-MU7B8Y36-54","Aesthetic Light Shadows: How Natural Graded Quartz Texture Interacts with Sunlight Facades","Architect Spec","Architects & Interior Designers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:47:20.653Z"
"SC-MU7B8YIW-99","30-Day Buyback Guarantee: Zero Risk New Product Launch","Dealer Counter","Retail Paint Dealers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:47:20.731Z"
"SC-MU7B9A03-89","Har Deewar Ka Pukka Vishwas: Rajasthan-Engineered Coatingin Kee Quality","Homeowner Film","Families","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:47:36.222Z"
"SC-MU7BABKA-43","Crack-Bridging Science: How High-Elongation Acrylic Polymers Stretch Over Structural Micro-Cracks","Science of Paints","Builders & Architects","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:48:24.522Z"
"SC-MU7BABI4-27","स्वचालित Accent Walls: Swatch Rustic Texture + आधुनिक लाइटिंग का सिक्का","Architect Spec","Interior Decorators","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:48:26.275Z"
"SC-MU7BANIC-90","2% Cash Discount Ka Power: Dealer ROCE Kaise Badhaye?","Dealer Counter","Paint Stockists","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:48:39.954Z"
"SC-MU7BBORY-73","Monsoon Magic: How Your Paint Fights Fungus","Science of Paints","Homeowners & Builders","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:49:28.481Z"
