id,shop_name,district,cluster_area,owner_name,phone,full_address,primary_category,estimated_monthly_volume
746,"Modern Bapu Colors & Coatings Agency",Udaipur,"Bapu Bazar","Trader S Udaipur",+919414001503,"Shop 161, Main Road, Bapu Bazar, Udaipur, Rajasthan","Water-Based Paints & Hardware",138
747,"Star Gandhi Hardware & Building Materials",Bhilwara,"Gandhi Nagar","Trader T Bhilwara",+919414001505,"Shop 162, Main Road, Gandhi Nagar, Bhilwara, Rajasthan","Water-Based Paints & Hardware",151
748,"Classic Neemrana Wall Protect & Texture Depot",Alwar,"Neemrana Japanese Zone","Trader U Alwar",+919414001507,"Shop 163, Main Road, Neemrana Japanese Zone, Alwar, Rajasthan","Water-Based Paints & Hardware",164
749,"National Salasar Trade Associates",Sikar,"Salasar Bus Stand","Trader V Sikar",+919414001509,"Shop 164, Main Road, Salasar Bus Stand, Sikar, Rajasthan","Water-Based Paints & Hardware",177
750,"Ganesh Suratgarh Paints & Hardware Mart",Sri Ganganagar,"Suratgarh Road","Trader W Sri Ganganagar",+919414001511,"Shop 165, Main Road, Suratgarh Road, Sri Ganganagar, Rajasthan","Water-Based Paints & Hardware",190
751,"Maruti Kumher Paint & Sanitary Store",Bharatpur,"Kumher Gate","Trader X Bharatpur",+919414001513,"Shop 166, Main Road, Kumher Gate, Bharatpur, Rajasthan","Water-Based Paints & Hardware",203
752,"Balaji Mandia Colors & Coatings Agency",Pali,"Mandia Road Industrial Area","Trader Y Pali",+919414001515,"Shop 167, Main Road, Mandia Road Industrial Area, Pali, Rajasthan","Water-Based Paints & Hardware",216
753,"Kalyan Chanderiya Hardware & Building Materials",Chittorgarh,"Chanderiya Industrial Area","Trader Z Chittorgarh",+919414001517,"Shop 168, Main Road, Chanderiya Industrial Area, Chittorgarh, Rajasthan","Water-Based Paints & Hardware",229
754,"Krishna Gandhi Wall Protect & Texture Depot",Nagaur,"Gandhi Chowk","Trader A Nagaur",+919414001519,"Shop 169, Main Road, Gandhi Chowk, Nagaur, Rajasthan","Water-Based Paints & Hardware",242
755,"Vikas Mandawa Trade Associates",Jhunjhunu,"Mandawa Road","Trader B Jhunjhunu",+919414001521,"Shop 170, Main Road, Mandawa Road, Jhunjhunu, Rajasthan","Water-Based Paints & Hardware",255
756,"Shree Niwai Paints & Hardware Mart",Tonk,"Niwai Industrial Area","Trader C Tonk",+919414001523,"Shop 171, Main Road, Niwai Industrial Area, Tonk, Rajasthan","Water-Based Paints & Hardware",268
757,"Jai Town Paint & Sanitary Store",Hanumangarh,"Town Main Bazaar","Trader D Hanumangarh",+919414001525,"Shop 172, Main Road, Town Main Bazaar, Hanumangarh, Rajasthan","Water-Based Paints & Hardware",281
758,"New Bandikui Colors & Coatings Agency",Dausa,"Bandikui Mandi","Trader E Dausa",+919414001527,"Shop 173, Main Road, Bandikui Mandi, Dausa, Rajasthan","Water-Based Paints & Hardware",294
759,"Royal Refinery Hardware & Building Materials",Barmer,"Refinery Site Corridor","Trader F Barmer",+919414001529,"Shop 174, Main Road, Refinery Site Corridor, Barmer, Rajasthan","Water-Based Paints & Hardware",307
760,"Modern Mansarovar Wall Protect & Texture Depot",Jaipur,"Mansarovar","Trader G Jaipur",+919414001531,"Shop 175, Main Road, Mansarovar, Jaipur, Rajasthan","Water-Based Paints & Hardware",320
761,"Star Ratanada Trade Associates",Jodhpur,"Ratanada","Trader H Jodhpur",+919414001533,"Shop 176, Main Road, Ratanada, Jodhpur, Rajasthan","Water-Based Paints & Hardware",333
762,"Classic Mahaveer Paints & Hardware Mart",Kota,"Mahaveer Nagar","Trader I Kota",+919414001535,"Shop 177, Main Road, Mahaveer Nagar, Kota, Rajasthan","Water-Based Paints & Hardware",346
763,"National Sadul Paint & Sanitary Store",Bikaner,"Sadul Colony","Trader J Bikaner",+919414001537,"Shop 178, Main Road, Sadul Colony, Bikaner, Rajasthan","Water-Based Paints & Hardware",359
764,"Ganesh Clock Colors & Coatings Agency",Ajmer,"Clock Tower Market","Trader K Ajmer",+919414001539,"Shop 179, Main Road, Clock Tower Market, Ajmer, Rajasthan","Water-Based Paints & Hardware",372
765,"Maruti Mewar Hardware & Building Materials",Udaipur,"Mewar Industrial Area","Trader L Udaipur",+919414001541,"Shop 180, Main Road, Mewar Industrial Area, Udaipur, Rajasthan","Water-Based Paints & Hardware",385
766,"Balaji RIICO Wall Protect & Texture Depot",Bhilwara,"RIICO Industrial Area","Trader M Bhilwara",+919414001543,"Shop 181, Main Road, RIICO Industrial Area, Bhilwara, Rajasthan","Water-Based Paints & Hardware",398
767,"Kalyan Tijara Trade Associates",Alwar,"Tijara Road","Trader N Alwar",+919414001545,"Shop 182, Main Road, Tijara Road, Alwar, Rajasthan","Water-Based Paints & Hardware",411
768,"Krishna Station Paints & Hardware Mart",Sikar,"Station Road","Trader O Sikar",+919414001547,"Shop 183, Main Road, Station Road, Sikar, Rajasthan","Water-Based Paints & Hardware",424
769,"Vikas Padampur Paint & Sanitary Store",Sri Ganganagar,"Padampur Road","Trader P Sri Ganganagar",+919414001549,"Shop 184, Main Road, Padampur Road, Sri Ganganagar, Rajasthan","Water-Based Paints & Hardware",437
770,"Shree Anah Colors & Coatings Agency",Bharatpur,"Anah Gate","Trader Q Bharatpur",+919414001551,"Shop 185, Main Road, Anah Gate, Bharatpur, Rajasthan","Water-Based Paints & Hardware",50
771,"Jai Sumerpur Hardware & Building Materials",Pali,"Sumerpur Road","Trader R Pali",+919414001553,"Shop 186, Main Road, Sumerpur Road, Pali, Rajasthan","Water-Based Paints & Hardware",63
772,"New Collectorate Wall Protect & Texture Depot",Chittorgarh,"Collectorate Road","Trader S Chittorgarh",+919414001555,"Shop 187, Main Road, Collectorate Road, Chittorgarh, Rajasthan","Water-Based Paints & Hardware",76
773,"Royal Makrana Trade Associates",Nagaur,"Makrana Marble Zone","Trader T Nagaur",+919414001557,"Shop 188, Main Road, Makrana Marble Zone, Nagaur, Rajasthan","Water-Based Paints & Hardware",89
774,"Modern Khetri Paints & Hardware Mart",Jhunjhunu,"Khetri Nagar","Trader U Jhunjhunu",+919414001559,"Shop 189, Main Road, Khetri Nagar, Jhunjhunu, Rajasthan","Water-Based Paints & Hardware",102
775,"Star Malpura Paint & Sanitary Store",Tonk,"Malpura Road","Trader V Tonk",+919414001561,"Shop 190, Main Road, Malpura Road, Tonk, Rajasthan","Water-Based Paints & Hardware",115
776,"Classic Junction Colors & Coatings Agency",Hanumangarh,"Junction Market","Trader W Hanumangarh",+919414001563,"Shop 191, Main Road, Junction Market, Hanumangarh, Rajasthan","Water-Based Paints & Hardware",128
777,"National Station Hardware & Building Materials",Dausa,"Station Road","Trader X Dausa",+919414001565,"Shop 192, Main Road, Station Road, Dausa, Rajasthan","Water-Based Paints & Hardware",141
778,"Ganesh Sindhari Wall Protect & Texture Depot",Barmer,"Sindhari Road","Trader Y Barmer",+919414001567,"Shop 193, Main Road, Sindhari Road, Barmer, Rajasthan","Water-Based Paints & Hardware",154
779,"Maruti Tonk Trade Associates",Jaipur,"Tonk Road","Trader Z Jaipur",+919414001569,"Shop 194, Main Road, Tonk Road, Jaipur, Rajasthan","Water-Based Paints & Hardware",167
780,"Balaji Mandore Paints & Hardware Mart",Jodhpur,"Mandore Road","Trader A Jodhpur",+919414001571,"Shop 195, Main Road, Mandore Road, Jodhpur, Rajasthan","Water-Based Paints & Hardware",180
781,"Kalyan Borkhera Paint & Sanitary Store",Kota,"Borkhera","Trader B Kota",+919414001573,"Shop 196, Main Road, Borkhera, Kota, Rajasthan","Water-Based Paints & Hardware",193
782,"Krishna Bichhwal Colors & Coatings Agency",Bikaner,"Bichhwal Industrial Area","Trader C Bikaner",+919414001575,"Shop 197, Main Road, Bichhwal Industrial Area, Bikaner, Rajasthan","Water-Based Paints & Hardware",206
783,"Vikas Parbatpura Hardware & Building Materials",Ajmer,"Parbatpura Industrial Area","Trader D Ajmer",+919414001577,"Shop 198, Main Road, Parbatpura Industrial Area, Ajmer, Rajasthan","Water-Based Paints & Hardware",219
784,"Shree Udaisagar Wall Protect & Texture Depot",Udaipur,"Udaisagar Road","Trader E Udaipur",+919414001579,"Shop 199, Main Road, Udaisagar Road, Udaipur, Rajasthan","Water-Based Paints & Hardware",232
785,"Jai Bhopalganj Trade Associates",Bhilwara,"Bhopalganj","Trader F Bhilwara",+919414001581,"Shop 200, Main Road, Bhopalganj, Bhilwara, Rajasthan","Water-Based Paints & Hardware",245
786,"New MIA Paints & Hardware Mart",Alwar,"MIA Industrial Area","Trader G Alwar",+919414001583,"Shop 201, Main Road, MIA Industrial Area, Alwar, Rajasthan","Water-Based Paints & Hardware",258
787,"Royal Bajoria Paint & Sanitary Store",Sikar,"Bajoria Road","Trader H Sikar",+919414001585,"Shop 202, Main Road, Bajoria Road, Sikar, Rajasthan","Water-Based Paints & Hardware",271
788,"Modern Gola Colors & Coatings Agency",Sri Ganganagar,"Gola Market","Trader I Sri Ganganagar",+919414001587,"Shop 203, Main Road, Gola Market, Sri Ganganagar, Rajasthan","Water-Based Paints & Hardware",284
789,"Star Circular Hardware & Building Materials",Bharatpur,"Circular Road","Trader J Bharatpur",+919414001589,"Shop 204, Main Road, Circular Road, Bharatpur, Rajasthan","Water-Based Paints & Hardware",297
790,"Classic Somnath Wall Protect & Texture Depot",Pali,"Somnath Temple Market","Trader K Pali",+919414001591,"Shop 205, Main Road, Somnath Temple Market, Pali, Rajasthan","Water-Based Paints & Hardware",310
791,"National Nimbahera Trade Associates",Chittorgarh,"Nimbahera Town","Trader L Chittorgarh",+919414001593,"Shop 206, Main Road, Nimbahera Town, Chittorgarh, Rajasthan","Water-Based Paints & Hardware",323
792,"Ganesh Didwana Paints & Hardware Mart",Nagaur,"Didwana Road","Trader M Nagaur",+919414001595,"Shop 207, Main Road, Didwana Road, Nagaur, Rajasthan","Water-Based Paints & Hardware",336
793,"Maruti Chirawa Paint & Sanitary Store",Jhunjhunu,"Chirawa Road","Trader N Jhunjhunu",+919414001597,"Shop 208, Main Road, Chirawa Road, Jhunjhunu, Rajasthan","Water-Based Paints & Hardware",349
794,"Balaji Civil Colors & Coatings Agency",Tonk,"Civil Lines","Trader O Tonk",+919414001599,"Shop 209, Main Road, Civil Lines, Tonk, Rajasthan","Water-Based Paints & Hardware",362
795,"Kalyan Rawatsar Hardware & Building Materials",Hanumangarh,"Rawatsar Road","Trader P Hanumangarh",+919414001601,"Shop 210, Main Road, Rawatsar Road, Hanumangarh, Rajasthan","Water-Based Paints & Hardware",375
796,"Krishna Lalsot Wall Protect & Texture Depot",Dausa,"Lalsot Road","Trader Q Dausa",+919414001603,"Shop 211, Main Road, Lalsot Road, Dausa, Rajasthan","Water-Based Paints & Hardware",388
797,"Vikas Balotra Trade Associates",Barmer,"Balotra Textile & Hardware Hub","Trader R Barmer",+919414001605,"Shop 212, Main Road, Balotra Textile & Hardware Hub, Barmer, Rajasthan","Water-Based Paints & Hardware",401
798,"Shree Amer Paints & Hardware Mart",Jaipur,"Amer Road","Trader S Jaipur",+919414001607,"Shop 213, Main Road, Amer Road, Jaipur, Rajasthan","Water-Based Paints & Hardware",414
799,"Jai Pal Paint & Sanitary Store",Jodhpur,"Pal Road","Trader T Jodhpur",+919414001609,"Shop 214, Main Road, Pal Road, Jodhpur, Rajasthan","Water-Based Paints & Hardware",427
800,"New Indraprastha Colors & Coatings Agency",Kota,"Indraprastha Industrial Area","Trader U Kota",+919414001611,"Shop 15, Main Road, Indraprastha Industrial Area, Kota, Rajasthan","Water-Based Paints & Hardware",40
801,"Royal Rani Hardware & Building Materials",Bikaner,"Rani Bazar Industrial Area","Trader V Bikaner",+919414001613,"Shop 16, Main Road, Rani Bazar Industrial Area, Bikaner, Rajasthan","Water-Based Paints & Hardware",53
802,"Modern Kishangarh Wall Protect & Texture Depot",Ajmer,"Kishangarh Marble Mandi","Trader W Ajmer",+919414001615,"Shop 17, Main Road, Kishangarh Marble Mandi, Ajmer, Rajasthan","Water-Based Paints & Hardware",66
803,"Star Fatehpura Trade Associates",Udaipur,"Fatehpura","Trader X Udaipur",+919414001617,"Shop 18, Main Road, Fatehpura, Udaipur, Rajasthan","Water-Based Paints & Hardware",79
804,"Classic Sanganer Paints & Hardware Mart",Bhilwara,"Sanganer Road","Trader Y Bhilwara",+919414001619,"Shop 19, Main Road, Sanganer Road, Bhilwara, Rajasthan","Water-Based Paints & Hardware",92
805,"National Manu Paint & Sanitary Store",Alwar,"Manu Marg","Trader Z Alwar",+919414001621,"Shop 20, Main Road, Manu Marg, Alwar, Rajasthan","Water-Based Paints & Hardware",105
806,"Ganesh Fatehpur Colors & Coatings Agency",Sikar,"Fatehpur Road","Trader A Sikar",+919414001623,"Shop 21, Main Road, Fatehpur Road, Sikar, Rajasthan","Water-Based Paints & Hardware",118
807,"Maruti Purani Hardware & Building Materials",Sri Ganganagar,"Purani Abadi","Trader B Sri Ganganagar",+919414001625,"Shop 22, Main Road, Purani Abadi, Sri Ganganagar, Rajasthan","Water-Based Paints & Hardware",131
808,"Balaji Mathura Wall Protect & Texture Depot",Bharatpur,"Mathura Road","Trader C Bharatpur",+919414001627,"Shop 23, Main Road, Mathura Road, Bharatpur, Rajasthan","Water-Based Paints & Hardware",144
809,"Kalyan Suraj Trade Associates",Pali,"Suraj Pole","Trader D Pali",+919414001629,"Shop 24, Main Road, Suraj Pole, Pali, Rajasthan","Water-Based Paints & Hardware",157
810,"Krishna Fort Paints & Hardware Mart",Chittorgarh,"Fort Road","Trader E Chittorgarh",+919414001631,"Shop 25, Main Road, Fort Road, Chittorgarh, Rajasthan","Water-Based Paints & Hardware",170
811,"Vikas Kuchaman Paint & Sanitary Store",Nagaur,"Kuchaman City","Trader F Nagaur",+919414001633,"Shop 26, Main Road, Kuchaman City, Nagaur, Rajasthan","Water-Based Paints & Hardware",183
812,"Shree Peeru Colors & Coatings Agency",Jhunjhunu,"Peeru Singh Circle","Trader G Jhunjhunu",+919414001635,"Shop 27, Main Road, Peeru Singh Circle, Jhunjhunu, Rajasthan","Water-Based Paints & Hardware",196
813,"Jai Subhash Hardware & Building Materials",Tonk,"Subhash Chowk","Trader H Tonk",+919414001637,"Shop 28, Main Road, Subhash Chowk, Tonk, Rajasthan","Water-Based Paints & Hardware",209
814,"New Industrial Wall Protect & Texture Depot",Hanumangarh,"Industrial Area","Trader I Hanumangarh",+919414001639,"Shop 29, Main Road, Industrial Area, Hanumangarh, Rajasthan","Water-Based Paints & Hardware",222
815,"Royal Agra Trade Associates",Dausa,"Agra Road","Trader J Dausa",+919414001641,"Shop 30, Main Road, Agra Road, Dausa, Rajasthan","Water-Based Paints & Hardware",235
816,"Modern Station Paints & Hardware Mart",Barmer,"Station Road","Trader K Barmer",+919414001643,"Shop 31, Main Road, Station Road, Barmer, Rajasthan","Water-Based Paints & Hardware",248
817,"Star Chomu Paint & Sanitary Store",Jaipur,"Chomu","Trader L Jaipur",+919414001645,"Shop 32, Main Road, Chomu, Jaipur, Rajasthan","Water-Based Paints & Hardware",261
818,"Classic Shastri Colors & Coatings Agency",Jodhpur,"Shastri Nagar","Trader M Jodhpur",+919414001647,"Shop 33, Main Road, Shastri Nagar, Jodhpur, Rajasthan","Water-Based Paints & Hardware",274
819,"National Gumanpura Hardware & Building Materials",Kota,"Gumanpura","Trader N Kota",+919414001649,"Shop 34, Main Road, Gumanpura, Kota, Rajasthan","Water-Based Paints & Hardware",287
820,"Ganesh Kote Wall Protect & Texture Depot",Bikaner,"Kote Gate","Trader O Bikaner",+919414001651,"Shop 35, Main Road, Kote Gate, Bikaner, Rajasthan","Water-Based Paints & Hardware",300
821,"Maruti Beawar Trade Associates",Ajmer,"Beawar City","Trader P Ajmer",+919414001653,"Shop 36, Main Road, Beawar City, Ajmer, Rajasthan","Water-Based Paints & Hardware",313
822,"Balaji Sukher Paints & Hardware Mart",Udaipur,"Sukher Industrial Area","Trader Q Udaipur",+919414001655,"Shop 37, Main Road, Sukher Industrial Area, Udaipur, Rajasthan","Water-Based Paints & Hardware",326
823,"Kalyan Pur Paint & Sanitary Store",Bhilwara,"Pur Road","Trader R Bhilwara",+919414001657,"Shop 38, Main Road, Pur Road, Bhilwara, Rajasthan","Water-Based Paints & Hardware",339
824,"Krishna Company Colors & Coatings Agency",Alwar,"Company Bagh","Trader S Alwar",+919414001659,"Shop 39, Main Road, Company Bagh, Alwar, Rajasthan","Water-Based Paints & Hardware",352
825,"Vikas Piprali Hardware & Building Materials",Sikar,"Piprali Road","Trader T Sikar",+919414001661,"Shop 40, Main Road, Piprali Road, Sikar, Rajasthan","Water-Based Paints & Hardware",365
826,"Shree Birbal Wall Protect & Texture Depot",Sri Ganganagar,"Birbal Chowk","Trader U Sri Ganganagar",+919414001663,"Shop 41, Main Road, Birbal Chowk, Sri Ganganagar, Rajasthan","Water-Based Paints & Hardware",378
827,"Jai Sewar Trade Associates",Bharatpur,"Sewar Industrial Area","Trader V Bharatpur",+919414001665,"Shop 42, Main Road, Sewar Industrial Area, Bharatpur, Rajasthan","Water-Based Paints & Hardware",391
828,"New Mandia Paints & Hardware Mart",Pali,"Mandia Road Industrial Area","Trader W Pali",+919414001667,"Shop 43, Main Road, Mandia Road Industrial Area, Pali, Rajasthan","Water-Based Paints & Hardware",404
829,"Royal Chanderiya Paint & Sanitary Store",Chittorgarh,"Chanderiya Industrial Area","Trader X Chittorgarh",+919414001669,"Shop 44, Main Road, Chanderiya Industrial Area, Chittorgarh, Rajasthan","Water-Based Paints & Hardware",417
830,"Modern Merta Colors & Coatings Agency",Nagaur,"Merta City","Trader Y Nagaur",+919414001671,"Shop 45, Main Road, Merta City, Nagaur, Rajasthan","Water-Based Paints & Hardware",430
831,"Star Gugali Hardware & Building Materials",Jhunjhunu,"Gugali Market","Trader Z Jhunjhunu",+919414001673,"Shop 46, Main Road, Gugali Market, Jhunjhunu, Rajasthan","Water-Based Paints & Hardware",43
832,"Classic Niwai Wall Protect & Texture Depot",Tonk,"Niwai Industrial Area","Trader A Tonk",+919414001675,"Shop 47, Main Road, Niwai Industrial Area, Tonk, Rajasthan","Water-Based Paints & Hardware",56
833,"National Town Trade Associates",Hanumangarh,"Town Main Bazaar","Trader B Hanumangarh",+919414001677,"Shop 48, Main Road, Town Main Bazaar, Hanumangarh, Rajasthan","Water-Based Paints & Hardware",69
834,"Ganesh Bandikui Paints & Hardware Mart",Dausa,"Bandikui Mandi","Trader C Dausa",+919414001679,"Shop 49, Main Road, Bandikui Mandi, Dausa, Rajasthan","Water-Based Paints & Hardware",82
835,"Maruti Refinery Paint & Sanitary Store",Barmer,"Refinery Site Corridor","Trader D Barmer",+919414001681,"Shop 50, Main Road, Refinery Site Corridor, Barmer, Rajasthan","Water-Based Paints & Hardware",95
836,"Balaji Malviya Colors & Coatings Agency",Jaipur,"Malviya Nagar","Trader E Jaipur",+919414001683,"Shop 51, Main Road, Malviya Nagar, Jaipur, Rajasthan","Water-Based Paints & Hardware",108
837,"Kalyan Boranada Hardware & Building Materials",Jodhpur,"Boranada SEZ","Trader F Jodhpur",+919414001685,"Shop 52, Main Road, Boranada SEZ, Jodhpur, Rajasthan","Water-Based Paints & Hardware",121
838,"Krishna DCM Wall Protect & Texture Depot",Kota,"DCM Road","Trader G Kota",+919414001687,"Shop 53, Main Road, DCM Road, Kota, Rajasthan","Water-Based Paints & Hardware",134
839,"Vikas Nokha Trade Associates",Bikaner,"Nokha Road","Trader H Bikaner",+919414001689,"Shop 54, Main Road, Nokha Road, Bikaner, Rajasthan","Water-Based Paints & Hardware",147
840,"Shree Kutchery Paints & Hardware Mart",Ajmer,"Kutchery Road","Trader I Ajmer",+919414001691,"Shop 55, Main Road, Kutchery Road, Ajmer, Rajasthan","Water-Based Paints & Hardware",160
841,"Jai Hiran Paint & Sanitary Store",Udaipur,"Hiran Magri","Trader J Udaipur",+919414001693,"Shop 56, Main Road, Hiran Magri, Udaipur, Rajasthan","Water-Based Paints & Hardware",173
